id,vehicle_no,odometer,latitude,longitude,speed,distance,car_battery_voltage,dev_battery_voltage,create_date_time,beacon_date_time,source_id,distance_to_target
98150409,MH14LL2853,2989.6133,18.48951333333333,73.87003383333334,19.43,44.207497,51.5499,4.0016,2025-01-01 16:15:16.000,2025-01-01 16:14:58.868,1,7032.415185713617
98150430,MH14LX0059,4062.4646,18.48196383333333,73.94191733333334,0.12,0.42144018,51.2607,3.6478,2025-01-01 16:15:16.000,2025-01-01 16:14:50.892,1,5764.74513319776
98150855,MH14LL2803,369.35837,18.53132833333333,73.928662,1.66,0.9204733,52.4416,4.1024,2025-01-01 16:16:16.000,2025-01-01 16:15:35.859,1,796.2715709085965
98150777,MH14LL2853,2989.7893,18.491029166666667,73.869605,0.4,44.383385,51.333,4.0016,2025-01-01 16:16:16.000,2025-01-01 16:15:58.868,1,6961.65988079264
98150796,MH14LX0059,4062.4675,18.481956166666667,73.9419115,0.34,0.42433766,52.2729,3.6478,2025-01-01 16:16:16.000,2025-01-01 16:15:50.892,1,5765.296930137849
98151160,MH14LL2853,2989.794,18.4910335,73.86958716666666,0.29,44.388294,50.4895,4.0028,2025-01-01 16:17:16.000,2025-01-01 16:16:58.868,1,6962.835947099984
98151177,MH14LX0059,4062.4692,18.48196633333333,73.94191566666667,0.12,0.42597505,51.7668,3.6466,2025-01-01 16:17:16.000,2025-01-01 16:16:50.892,1,5764.422345836147
98151528,MH14LL2853,2989.803,18.49104533333333,73.86958916666667,0.43,44.39743,51.0679,4.0005,2025-01-01 16:18:16.000,2025-01-01 16:17:58.868,1,6961.855865571596
98151546,MH14LX0059,4062.4714,18.481963333333333,73.94192283333334,0.06,0.4282317,51.6704,3.6466,2025-01-01 16:18:16.000,2025-01-01 16:17:50.892,1,5765.016558204881
98151915,MH14LL2853,2990.1057,18.493732833333333,73.86924833333333,27.27,44.70025,51.0438,4.0016,2025-01-01 16:19:17.000,2025-01-01 16:18:58.868,1,6809.816003259982
98151941,MH14LX0059,4062.4744,18.481953166666667,73.94192116666666,0.11,0.43107224,52.0319,3.6466,2025-01-01 16:19:17.000,2025-01-01 16:18:50.892,1,5765.991137154696
98152263,MH14LL2853,2990.563,18.497840666666665,73.869311,30.22,45.157497,51.574,4.0028,2025-01-01 16:20:17.000,2025-01-01 16:19:58.868,1,6545.282631407417
98152635,MH14LL2853,2990.9995,18.50173983333333,73.86916983333333,20.0,45.593998,51.574,4.0016,2025-01-01 16:21:17.000,2025-01-01 16:20:58.868,1,6332.641237658257
98153002,MH14LL2853,2991.3003,18.504406166666666,73.86868116666666,3.63,45.89498,51.333,4.0005,2025-01-01 16:22:17.000,2025-01-01 16:21:58.868,1,6237.1639375876075
98153371,MH14LL2853,2991.5388,18.506544833333333,73.86857316666666,24.84,46.13347,51.3089,4.0016,2025-01-01 16:23:18.000,2025-01-01 16:22:58.868,1,6142.886747219842
98155190,MH14LL2853,2992.4302,18.509835166666665,73.87217966666667,14.72,47.02439,51.092,4.0016,2025-01-01 16:28:18.000,2025-01-01 16:27:58.868,1,5645.7472644235995
98155545,MH14LL2853,2992.745,18.51260183333333,73.87155616666666,19.74,47.339195,51.1402,4.0028,2025-01-01 16:29:18.000,2025-01-01 16:28:58.868,1,5592.518871672777
98155910,MH14LL2853,2993.013,18.514997333333334,73.87128733333333,13.92,47.60732,51.333,4.0028,2025-01-01 16:30:18.000,2025-01-01 16:29:58.868,1,5533.01298214126
98156307,MH14LL2853,2993.2556,18.517171666666663,73.871327,14.62,47.849834,51.1402,4.0016,2025-01-01 16:31:19.000,2025-01-01 16:30:58.868,1,5460.764402835632
98156350,MH14LL6169,2474.1284,18.531111666666668,73.93012166666666,1.51,0.35532153,52.0078,4.1059,2025-01-01 16:31:19.000,2025-01-01 16:30:49.103,1,945.6893424189367
98156653,MH14LL2853,2993.4548,18.51878083333333,73.8711,1.47,48.049194,51.0679,4.0016,2025-01-01 16:32:18.000,2025-01-01 16:31:58.868,1,5439.898438449866
98156694,MH14LL6169,2474.3308,18.53003333333333,73.93107,3.93,0.5576517,52.1283,4.1059,2025-01-01 16:32:18.000,2025-01-01 16:31:49.103,1,1039.99885815547
98157036,MH14LL2853,2993.4697,18.51884933333333,73.87102283333333,0.0,48.064312,51.4053,4.0005,2025-01-01 16:33:18.000,2025-01-01 16:32:58.868,1,5446.076673960433
98157418,MH14LL2853,2993.4697,18.51884933333333,73.87102283333333,0.0,48.064312,51.5981,4.0005,2025-01-01 16:34:19.000,2025-01-01 16:33:58.868,1,5446.076673960433
98157452,MH14LL6169,2474.4412,18.530511666666666,73.93048833333333,1.39,0.6681082,52.056,4.1048,2025-01-01 16:34:19.000,2025-01-01 16:33:49.103,1,979.2757412432144
98157791,MH14LL2853,2993.4697,18.51884933333333,73.87102283333333,0.0,48.064312,51.6463,4.0016,2025-01-01 16:35:18.000,2025-01-01 16:34:58.868,1,5446.076673960433
98157813,MH14LX0059,4062.482,18.48193716666667,73.94190266666666,0.13,0.4386866,52.3452,3.6478,2025-01-01 16:35:18.000,2025-01-01 16:35:10.892,1,5766.889872615444
98158180,MH14LX0065,3791.0264,18.53127433333333,73.92869383333333,0.52,1.3654282,50.6341,3.6536,2025-01-01 16:36:19.000,2025-01-01 16:36:04.156,1,798.6413553286321
98158201,MH14LL2853,2993.4697,18.51884933333333,73.87102283333333,0.0,48.064312,52.4657,4.0005,2025-01-01 16:36:19.000,2025-01-01 16:35:58.868,1,5446.076673960433
98158223,MH14LX0059,4062.484,18.481948666666668,73.94191483333333,0.01,0.44071153,52.2006,3.6478,2025-01-01 16:36:19.000,2025-01-01 16:35:50.892,1,5766.198567409418
98158527,MH14LX0065,3791.0317,18.531252666666667,73.92871666666667,0.88,1.3708355,49.5978,3.6536,2025-01-01 16:37:19.000,2025-01-01 16:36:44.156,1,800.6567411616966
98158547,ZENPUN24056,4807.3413,18.531240166666667,73.92989166666666,1.87,1.1619759,57.8882,3.5505,2025-01-01 16:37:19.000,2025-01-01 16:36:26.202,1,923.2983878679472
98158548,MH14LL2853,2993.4697,18.51884933333333,73.87102283333333,0.0,48.064312,52.6344,4.0005,2025-01-01 16:37:19.000,2025-01-01 16:36:18.868,1,5446.076673960433
98158572,MH14LX0059,4062.4868,18.481971166666668,73.94191766666667,0.16,0.44338712,51.7668,3.6478,2025-01-01 16:37:19.000,2025-01-01 16:36:50.892,1,5764.0073679308325
98158910,MH14LL2853,2993.4697,18.51884933333333,73.87102283333333,0.0,48.064312,52.779,4.0005,2025-01-01 16:38:19.000,2025-01-01 16:37:18.868,1,5446.076673960433
98158934,MH14LX0059,4062.4912,18.481958833333334,73.94191783333333,0.04,0.44799593,51.7427,3.6478,2025-01-01 16:38:19.000,2025-01-01 16:37:50.892,1,5765.277279981496
98159313,MH14LX0059,4062.494,18.48196433333333,73.94191783333333,0.26,0.45076436,51.8391,3.6454,2025-01-01 16:39:20.000,2025-01-01 16:38:50.892,1,5764.713938080753
98159661,MH14LX0059,4062.4963,18.48196233333333,73.941921,0.14,0.45309907,51.9355,3.6466,2025-01-01 16:40:19.000,2025-01-01 16:39:50.892,1,5765.045571726914
98159999,ZMPUN24212,2466.209,18.531365,73.92878366666666,0.65,0.27659494,52.8754,3.9735,2025-01-01 16:41:20.000,2025-01-01 16:40:50.234,1,809.6089610829075
98160003,MH14LX0065,3791.0557,18.531397666666667,73.92864016666667,0.26,1.3947415,50.8751,3.6525,2025-01-01 16:41:20.000,2025-01-01 16:40:44.156,1,795.2854011190038
98160361,MH14LX0065,3791.059,18.531382,73.928661,0.49,1.3979695,50.7787,3.6525,2025-01-01 16:42:19.000,2025-01-01 16:41:44.156,1,797.1555623584727
98161508,MH14LL2857,2927.9932,18.53145483333333,73.928785,1.59,0.44981307,52.1524,4.0485,2025-01-01 16:45:19.000,2025-01-01 16:44:42.789,1,811.4478073174884
98163422,MH14LL2803,369.40277,18.531458333333333,73.92872883333334,0.96,0.96488684,52.7549,4.1036,2025-01-01 16:50:20.000,2025-01-01 16:49:37.456,1,805.6809033285318
98165614,MH14LX0059,4062.5247,18.481943333333334,73.94193683333333,0.14,0.48170173,51.5258,3.6478,2025-01-01 16:56:21.000,2025-01-01 16:56:10.892,1,5767.625620667137
98165959,MH14LX0065,3791.0596,18.531376666666667,73.92866016666666,0.3,1.398569,50.369,3.6548,2025-01-01 16:57:21.000,2025-01-01 16:57:04.156,1,796.9687166044059
98165999,MH14LX0059,4062.5286,18.481965666666667,73.94193133333333,0.06,0.48543176,52.0801,3.6478,2025-01-01 16:57:21.000,2025-01-01 16:57:10.892,1,5765.11801569004
98166337,ZENPUN24056,4807.3745,18.531072166666668,73.92982383333333,2.8,1.195098,57.9364,3.5493,2025-01-01 16:58:22.000,2025-01-01 16:57:26.202,1,913.9519427914564
98166359,MH14LX0059,4062.53,18.481968666666667,73.94192466666667,0.13,0.48694688,52.297,3.6489,2025-01-01 16:58:22.000,2025-01-01 16:58:10.892,1,5764.543735593869
98166409,MH14LL2804,498.34467,18.53109783333333,73.9296445,2.26,0.59276074,52.2006,3.9477,2025-01-01 16:58:22.000,2025-01-01 16:57:35.552,1,895.4618259299463
98166717,MH14LX0059,4062.5317,18.481957666666663,73.94193366666667,0.23,0.48864597,52.2006,3.6489,2025-01-01 16:59:21.000,2025-01-01 16:58:50.892,1,5766.030807028465
98167044,MH14LX0065,3791.0708,18.5313445,73.92866683333334,0.28,1.4097782,49.1881,3.6548,2025-01-01 17:00:21.000,2025-01-01 16:59:44.156,1,797.0680148462717
98167089,MH14LX0059,4062.5334,18.48196633333333,73.94192316666667,0.22,0.4904803,52.1042,3.6489,2025-01-01 17:00:21.000,2025-01-01 16:59:50.892,1,5764.722642966729
98167453,MH14LL2848,122.95674,18.5312005,73.92870483333333,0.81,0.26494136,52.297,3.8727,2025-01-01 17:01:21.000,2025-01-01 17:00:45.550,1,798.5668666246185
98167467,MH14KU9028,3529.4458,18.474832666666668,73.88830583333333,0.06,0.1495118,52.3693,4.0016,2025-01-01 17:01:21.000,2025-01-01 17:00:32.576,1,7041.415667649466
98167473,MH14LX0059,4062.535,18.48197633333333,73.941914,0.32,0.49195373,51.9355,3.6478,2025-01-01 17:01:21.000,2025-01-01 17:00:50.892,1,5763.331370304923
98167838,MH14KU9028,3529.4692,18.474830333333333,73.88836766666667,4.52,0.17293921,52.4175,4.0005,2025-01-01 17:02:22.000,2025-01-01 17:01:32.576,1,7038.419437382203
98168211,MH14KU9028,3529.4744,18.474851333333334,73.88834733333333,2.13,0.17804326,52.2729,4.0016,2025-01-01 17:03:21.000,2025-01-01 17:02:32.576,1,7037.455959773704
98168554,MH14LL2859,2598.168,18.532049333333333,73.91657033333334,0.4,2.0202415,51.9596,4.0145,2025-01-01 17:04:22.000,2025-01-01 17:03:19.478,1,533.8001527124834
98168579,MH14KU9028,3529.4836,18.474807166666668,73.88830416666667,1.55,0.18758708,52.0801,4.0028,2025-01-01 17:04:22.000,2025-01-01 17:03:32.576,1,7043.95742185981
98170201,MH14LL2858,2519.5225,18.5311815,73.929634,2.49,3.7074075,51.6463,4.0028,2025-01-01 17:08:23.000,2025-01-01 17:07:27.343,1,895.485245194202
98172696,MH14LL2840,2347.0923,18.531385333333333,73.92870183333334,0.67,0.23661283,48.8507,3.9934,2025-01-01 17:15:23.000,2025-01-01 17:14:46.942,1,801.4669395067226
98173437,MH14LL2840,2347.1108,18.53134533333333,73.92867183333334,0.55,0.25523075,49.4291,3.9958,2025-01-01 17:17:23.000,2025-01-01 17:16:41.752,1,797.6039139138162
98173446,MH14LX0059,4062.5437,18.481980333333333,73.94193566666667,0.07,0.50068957,52.3452,3.6478,2025-01-01 17:17:23.000,2025-01-01 17:17:10.892,1,5763.789611875423
98173759,MH14LX0065,3791.0752,18.531331666666667,73.92868266666666,0.48,1.4143414,50.6582,3.6548,2025-01-01 17:18:23.000,2025-01-01 17:18:04.156,1,798.4845798559123
98173776,MH14LL2859,2598.1733,18.532016,73.91655916666667,0.39,2.025407,49.6219,4.0157,2025-01-01 17:18:23.000,2025-01-01 17:17:19.478,1,533.4514738699727
98173794,MH14LL2840,2347.1135,18.531328666666667,73.928672,0.33,0.2580316,49.6701,3.9934,2025-01-01 17:18:23.000,2025-01-01 17:17:41.752,1,797.3193491217086
98173803,MH14LX0059,4062.5464,18.481985166666668,73.941944,0.24,0.5036088,52.3452,3.6489,2025-01-01 17:18:23.000,2025-01-01 17:18:10.892,1,5763.628703375294
98174230,MH14LX0059,4062.5474,18.4819885,73.94193983333334,0.18,0.50425726,52.0078,3.6478,2025-01-01 17:19:24.000,2025-01-01 17:19:10.892,1,5763.120319116854
98174612,MH14LX0059,4062.5505,18.48198333333333,73.94193916666667,0.25,0.50760764,51.9837,3.6501,2025-01-01 17:20:24.000,2025-01-01 17:19:50.892,1,5763.622676446722
